Ticker,Date,Open,High,Low,Close,Volume,TradingValue,TradingValue_Source,TradingValue_IsProxy
MWG,2025-10-29,81.73,83.11,81.73,82.81,5076100,424909587295,INTRADAY_TICK,False
MWG,2025-10-30,82.91,83.11,82.22,82.61,5652200,474402312041,INTRADAY_TICK,False
MWG,2025-10-31,82.61,82.71,80.74,81.33,6453200,534081697933,INTRADAY_TICK,False
MWG,2025-11-03,81.73,82.02,79.76,79.76,6146600,373626520573,INTRADAY_TICK,False
MWG,2025-11-04,79.66,80.74,77.3,80.55,13681700,1094199007703,INTRADAY_TICK,False
MWG,2025-11-05,80.25,80.25,78.87,78.97,4679900,377145238744,INTRADAY_TICK,False
MWG,2025-11-06,79.07,79.76,77.59,79.07,4495500,357868002492,INTRADAY_TICK,False
MWG,2025-11-07,78.38,79.27,74.34,75.33,8643300,673159681127,INTRADAY_TICK,False
MWG,2025-11-10,75.13,78.08,75.13,75.62,7274200,564013841837,INTRADAY_TICK,False
MWG,2025-11-11,76.31,77.89,76.31,76.8,5881500,459895171039,INTRADAY_TICK,False
MWG,2025-11-12,76.8,79.27,76.71,79.27,5083400,401539811054,INTRADAY_TICK,False
MWG,2025-11-13,78.87,79.27,78.28,78.87,3798700,303844500214,INTRADAY_TICK,False
MWG,2025-11-14,77.99,80.74,77.99,80.15,3951700,320380291979,INTRADAY_TICK,False
MWG,2025-11-17,79.95,81.14,79.95,81.14,4514700,369454629015,INTRADAY_TICK,False
MWG,2025-11-18,81.23,81.92,80.64,81.73,4417900,364588260898,INTRADAY_TICK,False
MWG,2025-11-19,81.73,81.92,80.35,81.14,6064700,498719710793,INTRADAY_TICK,False
MWG,2025-11-20,81.04,81.04,79.56,79.76,5080700,413498418936,INTRADAY_TICK,False
MWG,2025-11-21,79.17,79.17,76.9,78.77,8331600,659848379214,INTRADAY_TICK,False
MWG,2025-11-24,79.07,79.17,77.99,78.08,4147400,329737873608,INTRADAY_TICK,False
MWG,2025-11-25,77.79,78.58,77.3,77.3,4223700,334763171825,INTRADAY_TICK,False
MWG,2025-11-26,77.3,78.97,77.3,78.97,4735000,375830070254,INTRADAY_TICK,False
MWG,2025-11-27,78.77,78.87,78.28,78.77,3506200,280001030930,INTRADAY_TICK,False
MWG,2025-11-28,78.77,78.87,77.99,78.67,3026700,241098392527,INTRADAY_TICK,False
MWG,2025-12-01,78.48,78.87,78.28,78.77,2955600,236065531577,INTRADAY_TICK,False
MWG,2025-12-02,78.58,78.87,78.08,78.77,3953000,315341302875,INTRADAY_TICK,False
MWG,2025-12-03,78.97,84.19,78.97,83.4,15177100,1260501378376,INTRADAY_TICK,False
MWG,2025-12-04,83.7,84.88,83.3,84.48,7082600,395832571532,INTRADAY_TICK,False
MWG,2025-12-05,84.39,84.39,82.81,83.79,6818100,462976948372,INTRADAY_TICK,False
MWG,2025-12-08,83.01,83.79,82.22,83.6,4614500,389360421297,INTRADAY_TICK,False
MWG,2025-12-09,83.2,83.2,81.23,82.71,6672700,556743410382,INTRADAY_TICK,False
MWG,2025-12-10,81.92,83.11,81.23,81.73,4887900,407846070616,INTRADAY_TICK,False
MWG,2025-12-11,81.73,82.32,81.04,81.04,3015900,249669020488,INTRADAY_TICK,False
MWG,2025-12-12,81.04,81.04,77.3,77.3,8896500,714248018134,INTRADAY_TICK,False
MWG,2025-12-15,77.2,77.99,76.41,76.51,5323900,416610087685,INTRADAY_TICK,False
MWG,2025-12-16,76.61,80.74,76.31,80.74,7552000,604447311095,INTRADAY_TICK,False
MWG,2025-12-17,80.64,81.73,79.56,80.64,4829800,395841691637,INTRADAY_TICK,False
MWG,2025-12-18,80.05,80.35,79.27,80.35,3495200,284061790861,INTRADAY_TICK,False
MWG,2025-12-19,80.25,81.73,80.05,81.63,5439900,446397102025,INTRADAY_TICK,False
MWG,2025-12-22,81.43,83.7,81.43,83.7,7856400,659184070628,INTRADAY_TICK,False
MWG,2025-12-23,83.7,86.65,83.6,86.16,13817800,1201384250259,INTRADAY_TICK,False
MWG,2025-12-24,86.26,86.65,85.67,86.65,6357400,556367929251,INTRADAY_TICK,False
MWG,2025-12-25,86.65,88.62,84.68,84.68,8091600,708914619184,INTRADAY_TICK,False
MWG,2025-12-26,82.91,85.67,81.33,85.67,9310200,785363548065,INTRADAY_TICK,False
MWG,2025-12-29,84.88,86.35,84.78,85.76,6228800,541379797870,INTRADAY_TICK,False
MWG,2025-12-30,85.67,87.14,85.27,87.14,7753100,679812971866,INTRADAY_TICK,False
MWG,2025-12-31,86.65,87.04,86.26,87.04,4804600,421559305743,INTRADAY_TICK,False
MWG,2026-01-05,86.55,86.85,84.48,86.06,5947300,518255692488,INTRADAY_TICK,False
MWG,2026-01-06,85.47,87.93,85.47,87.44,6390700,561899673064,INTRADAY_TICK,False
MWG,2026-01-07,87.63,88.52,86.95,88.42,4998000,444115990656,INTRADAY_TICK,False
MWG,2026-01-08,88.42,88.42,84.88,86.16,10543900,922589483199,INTRADAY_TICK,False
MWG,2026-01-09,85.07,86.16,84.29,84.68,6472200,558659780349,INTRADAY_TICK,False
MWG,2026-01-12,84.68,86.16,83.7,86.16,8471500,728925029163,INTRADAY_TICK,False
MWG,2026-01-13,86.16,87.34,84.88,85.76,6657100,581090488970,INTRADAY_TICK,False
MWG,2026-01-14,85.76,85.96,83.79,84.68,6951400,598095011398,INTRADAY_TICK,False
MWG,2026-01-15,83.7,85.57,82.71,82.71,7636600,648285120342,INTRADAY_TICK,False
MWG,2026-01-16,82.51,86.06,82.51,85.67,7671600,659337510877,INTRADAY_TICK,False
MWG,2026-01-19,86.06,86.06,84.19,85.37,3055300,263112748190,INTRADAY_TICK,False
MWG,2026-01-20,85.37,86.95,84.68,84.68,6841300,595562358759,INTRADAY_TICK,False
MWG,2026-01-21,84.58,84.58,83.11,84.09,5383600,454809881106,INTRADAY_TICK,False
MWG,2026-01-22,83.7,85.27,83.7,85.17,5450600,467002701959,INTRADAY_TICK,False
MWG,2026-01-23,85.27,86.35,84.48,84.48,6722800,582867594385,INTRADAY_TICK,False
MWG,2026-01-26,84.48,84.58,82.61,82.81,6030600,509368497526,INTRADAY_TICK,False
MWG,2026-01-27,82.91,84.48,82.71,83.7,5418600,460396958196,INTRADAY_TICK,False
MWG,2026-01-28,83.6,84.48,83.01,84.19,6085200,517609311161,INTRADAY_TICK,False
MWG,2026-01-29,84.39,88.13,83.99,88.13,15892000,1394554771890,INTRADAY_TICK,False
MWG,2026-01-30,88.62,91.97,88.42,91.48,20845900,1917983203723,INTRADAY_TICK,False
MWG,2026-02-02,91.67,92.46,89.11,92.26,13866200,1282858328867,INTRADAY_TICK,False
MWG,2026-02-03,92.95,92.95,90.1,90.1,10130300,936687447785,INTRADAY_TICK,False
MWG,2026-02-04,90.1,90.49,89.21,90.39,7656400,698138461077,INTRADAY_TICK,False
MWG,2026-02-05,90.29,90.39,88.82,88.82,5643400,513402574084,INTRADAY_TICK,False
MWG,2026-02-06,88.32,88.52,84.68,87.04,13814700,1220515973136,INTRADAY_TICK,False
MWG,2026-02-09,87.63,88.62,87.14,87.93,5452400,486346152910,INTRADAY_TICK,False
MWG,2026-02-10,88.32,88.32,86.45,87.93,5950600,527962522609,INTRADAY_TICK,False
MWG,2026-02-11,88.13,90.49,87.93,90.49,8987000,821201722684,INTRADAY_TICK,False
MWG,2026-02-12,91.08,92.46,89.7,91.48,7890300,732259641254,INTRADAY_TICK,False
MWG,2026-02-13,90.49,91.77,90.1,91.38,5511500,510762170808,INTRADAY_TICK,False
MWG,2026-02-23,91.48,91.67,89.7,90.59,5003100,460264177538,INTRADAY_TICK,False
MWG,2026-02-24,90.2,90.79,89.11,90.79,6601300,603672617993,INTRADAY_TICK,False
MWG,2026-02-25,90.79,92.66,90.59,91.57,8132700,756237970949,INTRADAY_TICK,False
MWG,2026-02-26,91.57,92.85,91.08,92.16,5011100,467790938890,INTRADAY_TICK,False
MWG,2026-02-27,92.26,92.46,91.18,91.67,5224300,486555777522,INTRADAY_TICK,False
MWG,2026-03-02,90.39,90.79,88.62,88.62,10738700,976506089475,INTRADAY_TICK,False
MWG,2026-03-03,88.82,89.8,85.57,86.85,13370000,1184625117187,INTRADAY_TICK,False
MWG,2026-03-04,85.76,87.44,82.51,87.44,13414100,1153733642619,INTRADAY_TICK,False
MWG,2026-03-05,87.54,87.63,83.89,83.89,11270500,972768556165,INTRADAY_TICK,False
MWG,2026-03-06,83.5,83.5,80.45,81.43,13359400,1109946374007,INTRADAY_TICK,False
MWG,2026-03-09,75.82,75.82,75.82,75.82,4983800,383752600000,INTRADAY_TICK,False
MWG,2026-03-10,77.79,80.55,76.21,79.76,21042400,1664602854459,INTRADAY_TICK,False
MWG,2026-03-11,79.76,85.27,79.27,85.17,17339300,1468163951910,INTRADAY_TICK,False
MWG,2026-03-12,82.71,85.17,81.83,83.3,10104500,854197389082,INTRADAY_TICK,False
MWG,2026-03-13,83.2,83.2,80.74,80.74,6260000,522032140004,INTRADAY_TICK,False
MWG,2026-03-16,80.64,80.94,79.17,79.36,5282300,428159688103,INTRADAY_TICK,False
MWG,2026-03-17,80.25,82.51,80.25,81.43,3811100,314748269754,INTRADAY_TICK,False
MWG,2026-03-18,81.53,83.01,81.14,82.42,4304400,358645067760,INTRADAY_TICK,False
MWG,2026-03-19,80.74,81.33,80.15,81.14,7916000,649291443061,INTRADAY_TICK,False
MWG,2026-03-20,80.84,80.84,78.48,78.48,6488600,523026935120,INTRADAY_TICK,False
MWG,2026-03-23,76.8,76.9,73.06,73.06,17473900,1314994867068,INTRADAY_TICK,False
MWG,2026-03-24,75.43,75.62,73.85,74.83,7903300,600615131618,INTRADAY_TICK,False
MWG,2026-03-25,75.82,78.28,75.62,77.99,7550200,592500752779,INTRADAY_TICK,False
MWG,2026-03-26,76.8,77.69,76.21,77.3,7066800,550414771603,INTRADAY_TICK,False
MWG,2026-03-27,77.39,80.55,77.0,79.76,7595000,611257087881,INTRADAY_TICK,False
MWG,2026-03-30,77.69,79.56,77.39,79.56,6027600,480104363587,INTRADAY_TICK,False
MWG,2026-03-31,79.56,80.84,79.27,80.55,6582900,536781006264,INTRADAY_TICK,False
MWG,2026-04-01,81.73,82.61,80.55,81.14,5736600,473521912548,INTRADAY_TICK,False
MWG,2026-04-02,80.55,80.55,78.77,80.55,5675700,459469342543,INTRADAY_TICK,False
MWG,2026-04-03,80.25,80.25,77.99,78.08,6903100,551186542052,INTRADAY_TICK,False
MWG,2026-04-06,77.1,78.08,76.41,77.1,6411000,501472333875,INTRADAY_TICK,False
MWG,2026-04-07,77.2,77.59,75.43,76.8,3806200,295840020602,INTRADAY_TICK,False
MWG,2026-04-08,79.36,80.74,78.67,80.64,10192500,826504762919,INTRADAY_TICK,False
MWG,2026-04-09,79.66,80.74,79.46,79.46,3649300,295817979026,INTRADAY_TICK,False
MWG,2026-04-10,80.05,80.94,79.76,80.25,4667000,380255521731,INTRADAY_TICK,False
MWG,2026-04-13,79.56,80.05,78.58,80.05,4806700,386994251694,INTRADAY_TICK,False
MWG,2026-04-14,80.84,81.43,80.15,80.35,4600700,376860379401,INTRADAY_TICK,False
MWG,2026-04-15,80.74,80.74,78.77,78.77,3798700,307489079819,INTRADAY_TICK,False
MWG,2026-04-16,78.97,80.74,78.97,80.05,5775900,469063951609,INTRADAY_TICK,False
MWG,2026-04-17,81.33,85.57,81.23,85.57,15089000,1290667370032,INTRADAY_TICK,False
MWG,2026-04-20,86.16,87.14,85.07,85.96,10168300,889734022322,INTRADAY_TICK,False
MWG,2026-04-21,86.06,86.06,84.29,84.29,7226400,622947018613,INTRADAY_TICK,False
MWG,2026-04-22,84.09,85.07,83.5,85.07,9172200,785803249980,INTRADAY_TICK,False
MWG,2026-04-23,85.07,85.47,83.01,83.2,5417100,461583231455,INTRADAY_TICK,False
MWG,2026-04-24,83.2,83.89,82.22,82.22,4634400,390152350939,INTRADAY_TICK,False
MWG,2026-04-28,82.42,84.58,82.42,84.29,5380700,457219862011,INTRADAY_TICK,False
MWG,2026-04-29,83.7,84.39,82.71,82.71,4897200,413422908955,INTRADAY_TICK,False
MWG,2026-05-04,83.4,84.09,82.12,83.6,6372100,537795971136,INTRADAY_TICK,False
MWG,2026-05-05,83.3,84.09,82.81,83.5,4720200,399466641796,INTRADAY_TICK,False
MWG,2026-05-06,83.89,85.07,83.6,84.68,6696800,573612632580,INTRADAY_TICK,False
MWG,2026-05-07,84.88,86.06,84.68,84.68,6344700,548782369480,INTRADAY_TICK,False
MWG,2026-05-08,84.39,84.58,83.3,83.3,4605300,391678220676,INTRADAY_TICK,False
MWG,2026-05-11,83.01,83.89,82.22,82.22,5716900,481217609558,INTRADAY_TICK,False
MWG,2026-05-12,82.22,83.01,81.33,82.51,4934800,218141433858,INTRADAY_TICK,False
MWG,2026-05-13,82.71,83.01,81.43,82.42,3536900,294392529755,INTRADAY_TICK,False
MWG,2026-05-14,82.42,83.3,81.92,82.91,4001800,335875730828,INTRADAY_TICK,False
MWG,2026-05-15,83.2,83.3,80.74,80.74,6691900,555502188023,INTRADAY_TICK,False
MWG,2026-05-18,80.74,80.74,77.79,77.79,11953700,954158980161,INTRADAY_TICK,False
MWG,2026-05-19,77.99,78.48,76.9,77.0,7953500,626006807580,INTRADAY_TICK,False
MWG,2026-05-20,77.0,77.59,73.06,76.02,8786000,676500389839,INTRADAY_TICK,False
MWG,2026-05-21,77.0,78.28,76.51,78.28,6597700,519951059150,INTRADAY_TICK,False
MWG,2026-05-22,78.97,79.76,77.89,78.18,6083900,485459030928,INTRADAY_TICK,False
MWG,2026-05-25,78.87,78.87,77.2,77.49,2510300,198396869012,INTRADAY_TICK,False
MWG,2026-05-26,77.79,78.18,77.1,77.3,2518800,198394060023,INTRADAY_TICK,False
MWG,2026-05-27,77.89,79.17,77.59,78.77,4631100,369705714296,INTRADAY_TICK,False
MWG,2026-05-28,78.77,79.07,76.51,76.51,4026400,319434425793,INTRADAY_TICK,False
MWG,2026-05-29,76.51,77.1,74.64,75.13,7834500,601837611700,INTRADAY_TICK,False
MWG,2026-06-01,75.33,77.89,75.33,77.89,3799400,296385828700,INTRADAY_TICK,False
MWG,2026-06-02,78.18,78.18,76.31,76.71,2969500,232044889992,INTRADAY_TICK,False
MWG,2026-06-03,76.61,77.3,75.72,77.3,4801100,373280120395,INTRADAY_TICK,False
MWG,2026-06-04,77.3,77.3,75.82,77.2,4308300,313348739649,INTRADAY_TICK,False
MWG,2026-06-05,77.3,77.69,76.41,76.8,3241800,253061420121,INTRADAY_TICK,False
MWG,2026-06-08,75.82,76.11,75.13,75.23,4633800,355593607574,INTRADAY_TICK,False
MWG,2026-06-09,75.33,76.31,75.13,76.21,1770800,136204670430,INTRADAY_TICK,False
MWG,2026-06-10,75.92,77.1,75.43,77.0,2866200,222472837597,INTRADAY_TICK,False
MWG,2026-06-11,77.1,77.3,75.72,75.72,3302700,256700531126,INTRADAY_TICK,False
MWG,2026-06-12,76.61,76.61,75.13,75.23,4139700,318074450119,INTRADAY_TICK,False
MWG,2026-06-15,75.82,78.48,75.82,78.18,7871700,618890370823,INTRADAY_TICK,False
MWG,2026-06-16,78.18,78.58,77.59,78.18,3183300,252451980839,INTRADAY_TICK,False
MWG,2026-06-17,78.08,78.58,77.49,77.89,4068800,323085240417,INTRADAY_TICK,False
MWG,2026-06-18,77.39,77.79,76.8,77.49,3234500,253716738967,INTRADAY_TICK,False
MWG,2026-06-19,77.49,77.69,76.31,76.8,2425600,189247429266,INTRADAY_TICK,False
MWG,2026-06-22,76.8,76.8,75.82,76.02,2992900,231303637911,INTRADAY_TICK,False
MWG,2026-06-23,75.92,76.02,74.83,74.83,6295100,480566868672,INTRADAY_TICK,False
MWG,2026-06-24,74.83,76.61,73.85,76.61,4218000,321080620993,INTRADAY_TICK,False
MWG,2026-06-25,75.92,76.31,75.52,76.02,3553800,273777690929,INTRADAY_TICK,False
MWG,2026-06-26,75.92,77.3,75.33,77.3,4859300,377597198758,INTRADAY_TICK,False
MWG,2026-06-29,77.2,77.99,76.9,77.79,4268900,336436339719,INTRADAY_TICK,False
MWG,2026-06-30,77.59,77.79,76.41,76.9,4008800,313159529662,INTRADAY_TICK,False
MWG,2026-07-01,76.8,78.77,76.51,78.77,6029400,479017801485,INTRADAY_TICK,False
MWG,2026-07-02,78.97,80.15,78.18,78.48,4640200,373175168673,INTRADAY_TICK,False
MWG,2026-07-03,78.38,78.38,77.1,77.69,3276600,258197230309,INTRADAY_TICK,False
MWG,2026-07-06,77.39,77.59,75.52,76.8,4935700,383659768256,INTRADAY_TICK,False
MWG,2026-07-07,76.9,77.1,76.21,76.31,2154600,167384349601,INTRADAY_TICK,False
MWG,2026-07-08,76.31,77.99,76.11,77.59,3145900,246641631630,INTRADAY_TICK,False
MWG,2026-07-09,77.2,77.3,76.61,77.3,1582900,123712439718,INTRADAY_TICK,False
MWG,2026-07-10,77.69,77.69,75.43,75.43,3169000,245358659734,INTRADAY_TICK,False
MWG,2026-07-13,75.62,76.11,74.83,74.83,3721700,284536288057,INTRADAY_TICK,False
MWG,2026-07-14,74.64,75.62,74.05,75.62,2788000,211678621027,INTRADAY_TICK,False
MWG,2026-07-15,75.62,75.62,74.64,75.03,1802400,137315568158,INTRADAY_TICK,False
MWG,2026-07-16,75.03,75.52,73.85,75.52,4353900,326382857000,EOD_TYPICAL_PRICE_PROXY,True
MWG,2026-07-17,75.33,75.52,74.74,75.52,1827000,49479068593,INTRADAY_TICK,False
MWG,2026-07-20,75.72,75.72,72.87,74.05,7676900,577861169533,INTRADAY_TICK,False
MWG,2026-07-21,73.95,75.23,73.16,74.74,2872900,215900230599,INTRADAY_TICK,False
MWG,2026-07-22,74.74,74.83,69.52,69.52,13474000,971794283315,INTRADAY_TICK,False
MWG,2026-07-23,69.42,70.6,66.07,70.4,9066200,624565002007,INTRADAY_TICK,False
MWG,2026-07-24,68.53,69.81,66.96,66.96,3613700,248836199222,INTRADAY_TICK,False
MWG,2026-07-27,67.45,67.94,62.33,62.33,7694800,506216708184,INTRADAY_TICK,False
MWG,2026-07-28,62.92,64.89,61.54,64.2,6958300,448536579106,INTRADAY_TICK,False
MWG,2026-07-29,65.0,67.8,64.6,66.5,4613000,305157569974,INTRADAY_TICK,False
MWG,2026-07-30,66.5,70.9,66.1,69.8,8424500,574785583317,INTRADAY_TICK,False
MWG,2026-07-31,70.5,70.5,68.5,69.9,4562900,316829203712,INTRADAY_TICK,False
MWG,2026-08-03,70.0,73.0,69.9,72.5,5091200,363089459998,INTRADAY_TICK,False
MWG,2026-08-04,72.2,72.9,71.4,72.1,3706800,266566848686,INTRADAY_TICK,False
MWG,2026-08-05,72.4,72.9,71.0,72.2,3955700,284321937696,INTRADAY_TICK,False
MWG,2026-08-06,71.5,71.9,69.8,71.2,5330100,377216185845,INTRADAY_TICK,False
MWG,2026-08-07,71.3,71.6,70.2,71.0,3084600,218668739646,INTRADAY_TICK,False
MWG,2026-08-10,71.0,73.8,70.7,73.0,4628400,336019899384,INTRADAY_TICK,False
MWG,2026-08-11,72.3,74.0,72.3,73.2,3120600,227807561458,INTRADAY_TICK,False
MWG,2026-08-12,73.3,74.2,73.2,74.0,3065700,225887790410,INTRADAY_TICK,False
MWG,2026-08-13,74.0,74.7,72.8,73.6,2669200,196969919128,INTRADAY_TICK,False
MWG,2026-08-14,73.1,73.5,72.2,72.4,3164500,229915810557,INTRADAY_TICK,False
MWG,2026-08-17,72.3,74.2,71.8,73.5,2140400,156048900150,INTRADAY_TICK,False
MWG,2026-08-18,73.6,73.9,72.1,72.8,1649500,120364840597,INTRADAY_TICK,False
MWG,2026-08-19,72.7,72.7,71.2,72.2,1995300,143411199897,INTRADAY_TICK,False
MWG,2026-08-20,72.3,73.2,71.9,72.7,2493500,181001459258,INTRADAY_TICK,False
MWG,2026-08-21,72.5,75.1,71.8,75.0,4995900,369253489636,INTRADAY_TICK,False
MWG,2026-08-24,75.5,75.6,74.6,75.1,2470100,51408159151,INTRADAY_TICK,False
MWG,2026-08-25,75.0,75.3,73.8,73.9,2556400,190834110473,INTRADAY_TICK,False
MWG,2026-08-26,73.9,75.5,73.2,75.5,2162400,160971110505,INTRADAY_TICK,False
MWG,2026-08-27,75.5,75.9,74.8,75.9,2305700,173886920767,INTRADAY_TICK,False
MWG,2026-08-28,75.7,75.7,74.8,75.0,2717400,204208419913,INTRADAY_TICK,False
MWG,2026-09-03,74.0,74.6,73.2,73.2,2383900,175586888645,INTRADAY_TICK,False
MWG,2026-09-04,73.2,73.6,72.8,73.1,2437300,178052049805,INTRADAY_TICK,False
MWG,2026-09-07,73.1,73.5,71.4,72.0,3872100,279048258261,INTRADAY_TICK,False
MWG,2026-09-08,71.6,72.9,71.2,72.3,1707500,123019929852,INTRADAY_TICK,False
MWG,2026-09-09,72.3,72.6,71.4,71.6,1420300,102134560095,INTRADAY_TICK,False
MWG,2026-09-10,71.6,73.3,71.2,72.9,2496200,180854090408,INTRADAY_TICK,False
MWG,2026-09-11,72.5,72.5,71.3,71.3,2587600,185665932214,INTRADAY_TICK,False
MWG,2026-09-14,71.3,71.5,68.6,69.8,3246500,227854321069,INTRADAY_TICK,False
MWG,2026-09-15,69.8,71.2,69.8,71.2,1893100,133334068943,INTRADAY_TICK,False
MWG,2026-09-16,71.0,71.6,70.3,71.5,2017700,143185089437,INTRADAY_TICK,False
MWG,2026-09-17,71.0,73.5,70.8,73.1,4079900,296762678893,INTRADAY_TICK,False
